borrow ; брать взаймы ; отдавать ; продавать ; give ; sell ; Могу я взять твою ручку? ; Can I borrow your pen? ; ˈbɒroʊ
bother ; беспокоить ; радовать ; вдохновлять ; please ; inspire ; Не беспокой меня сейчас. ; Don't bother me now. ; ˈbɒðər
branch ; ветка ; корень ; камень ; root ; stone ; Ветка сломалась под снегом. ; The branch broke under the snow. ; bræntʃ
brief ; краткий ; длинный ; пустой ; long ; empty ; Дайте краткое объяснение. ; Give a brief explanation. ; briːf
bright ; яркий ; темный ; мягкий ; dark ; soft ; Солнце было ярким. ; The sun was bright. ; braɪt
broad ; широкий ; узкий ; низкий ; narrow ; low ; Это очень широкая дорога. ; This is a very broad road. ; brɔːd
brush ; щетка ; бумага ; вода ; paper ; water ; Он чистит зубы щеткой. ; He brushes his teeth with a brush. ; brʌʃ
capture ; захватывать ; отдавать ; отпускать ; give ; release ; Армия захватила город. ; The army captured the city. ; ˈkæptʃər
careful ; осторожный ; смелый ; ленивый ; brave ; lazy ; Будь осторожен на дороге. ; Be careful on the road. ; ˈkɛərfəl
cause ; причина ; следствие ; случай ; effect ; event ; Причина аварии неизвестна. ; The cause of the accident is unknown. ; kɔːz
challenge ; вызов ; отдых ; ошибка ; rest ; mistake ; Это был настоящий вызов. ; It was a real challenge. ; ˈtʃælɪndʒ
charge ; обвинять ; спрашивать ; снимать ; ask ; remove ; Его обвинили в краже. ; He was charged with theft. ; tʃɑːrdʒ
cheap ; дешевый ; дорогой ; редкий ; expensive ; rare ; Это очень дешёвая вещь. ; This is a very cheap item. ; tʃiːp
cheer ; радовать ; злить ; расстраивать ; irritate ; upset ; Его слова меня порадовали. ; His words cheered me up. ; tʃɪr
choice ; выбор ; правило ; ошибка ; rule ; error ; У нас нет другого выбора. ; We have no other choice. ; tʃɔɪs
circumstance ; обстоятельство ; решение ; чувство ; decision ; feeling ; Обстоятельства изменились. ; Circumstances have changed. ; ˈsɜːrkəmstəns
claim ; утверждать ; сомневаться ; смотреть ; doubt ; watch ; Он утверждает, что прав. ; He claims he is right. ; kleɪm
climb ; подниматься ; падать ; закрываться ; fall ; close ; Он поднялся на холм. ; He climbed the hill. ; klaɪm
collect ; собирать ; терять ; ломать ; lose ; break ; Он собирает монеты. ; He collects coins. ; kəˈlɛkt
combine ; объединять ; делить ; прятать ; divide ; hide ; Мы объединили идеи. ; We combined our ideas. ; kəmˈbaɪn
comfortable ; удобный ; холодный ; слабый ; cold ; weak ; Это очень удобный стул. ; This is a very comfortable chair. ; ˈkʌmftərbəl
command ; приказывать ; спрашивать ; слушать ; ask ; listen ; Он приказал нам уйти. ; He commanded us to leave. ; kəˈmænd
comment ; комментировать ; молчать ; смеяться ; be silent ; laugh ; Он прокомментировал ситуацию. ; He commented on the situation. ; ˈkɒmɛnt
commercial ; коммерческий ; домашний ; дикий ; domestic ; wild ; Это коммерческая компания. ; This is a commercial company. ; kəˈmɜːrʃəl
commit ; совершать ; забывать ; отменять ; forget ; cancel ; Он совершил ошибку. ; He committed a mistake. ; kəˈmɪt
common ; общий/обычный ; редкий ; чужой ; rare ; foreign ; Это очень распространённая ошибка. ; This is a very common mistake. ; ˈkɒmən
compare ; сравнивать ; соединять ; увеличивать ; connect ; enlarge ; Мы сравнили два отчёта. ; We compared two reports. ; kəmˈpɛər
complain ; жаловаться ; радоваться ; работать ; be happy ; work ; Он всегда жалуется. ; He always complains. ; kəmˈpleɪn
complete ; завершать ; начинать ; прятать ; begin ; hide ; Я завершил свою работу. ; I completed my work. ; kəmˈpliːt
confident ; уверенный ; сомневающийся ; медленный ; doubtful ; slow ; Она уверена в своих силах. ; She is confident in her abilities. ; ˈkɒnfɪdənt
confirm ; подтверждать ; отрицать ; забывать ; deny ; forget ; Они подтвердили заказ. ; They confirmed the order. ; kənˈfɜːrm
confuse ; путать ; разделять ; слушать ; separate ; listen ; Его слова меня запутали. ; His words confused me. ; kənˈfjuːz
connect ; соединять ; разрывать ; менять ; break ; change ; Соедините два провода. ; Connect the two wires. ; kəˈnɛkt
conscious ; сознательный ; сонный ; медленный ; sleepy ; slow ; Он был полностью сознателен. ; He was fully conscious. ; ˈkɒnʃəs
consider ; рассматривать ; игнорировать ; снижать ; ignore ; reduce ; Мы рассматриваем три варианта. ; We are considering three options. ; kənˈsɪdər
consist ; состоять ; начинать ; сближать ; begin ; unite ; Команда состоит из десяти человек. ; The team consists of ten people. ; kənˈsɪst
constant ; постоянный ; временный ; мягкий ; temporary ; soft ; У них постоянный шум. ; They have constant noise. ; ˈkɒnstənt
construct ; строить ; ломать ; разбирать ; break ; dismantle ; Они строят новый мост. ; They are constructing a new bridge. ; kənˈstrʌkt
contain ; содержать ; выбрасывать ; уменьшать ; throw ; reduce ; Эта коробка содержит одежду. ; This box contains clothes. ; kənˈteɪn
contribute ; вносить вклад ; разрушать ; скрывать ; destroy ; hide ; Он вносит вклад в проект. ; He contributes to the project. ; kənˈtrɪbjuːt
control ; контролировать ; отпускать ; скрывать ; release ; hide ; Он контролирует ситуацию. ; He controls the situation. ; kənˈtroʊl
convince ; убеждать ; игнорировать ; пугать ; ignore ; scare ; Я убедил его прийти. ; I convinced him to come. ; kənˈvɪns
cook ; готовить ; разрушать ; рисовать ; destroy ; draw ; Я готовлю ужин. ; I am cooking dinner. ; kʊk
correct ; правильный ; неверный ; странный ; wrong ; strange ; Это правильный ответ. ; This is the correct answer. ; kəˈrɛkt
count ; считать ; забывать ; менять ; forget ; change ; Я считаю до десяти. ; I count to ten. ; kaʊnt
cover ; покрывать ; открывать ; ломать ; open ; break ; Снег покрывал землю. ; Snow covered the ground. ; ˈkʌvər
crash ; разбиваться ; собирать ; чинить ; collect ; repair ; Машина разбилась о стену. ; The car crashed into the wall. ; kræʃ
create ; создавать ; разрушать ; замедлять ; destroy ; slow ; Он создал новое приложение. ; He created a new app. ; kriˈeɪt
culture ; культура ; семья ; одежда ; family ; clothing ; Я изучаю японскую культуру. ; I study Japanese culture. ; ˈkʌltʃər
curious ; любопытный ; скучный ; ленивый ; boring ; lazy ; Он был очень любопытным ребенком. ; He was a very curious child. ; ˈkjʊəriəs
damage ; повреждать ; улучшать ; продавать ; improve ; sell ; Он повредил телефон. ; He damaged his phone. ; ˈdæmɪdʒ
deal ; иметь дело ; игнорировать ; забывать ; ignore ; forget ; Мы должны иметь дело с этой проблемой. ; We must deal with this problem. ; diːl
debt ; долг ; выгода ; подарок ; benefit ; gift ; У него большой долг. ; He has a large debt. ; dɛt
decrease ; уменьшать ; увеличивать ; делить ; increase ; divide ; Цены уменьшились. ; Prices have decreased. ; dɪˈkriːs
deep ; глубокий ; мелкий ; пустой ; shallow ; empty ; Он нырнул в глубокую воду. ; He dived into deep water. ; diːp
defeat ; побеждать ; сдаваться ; прятаться ; surrender ; hide ; Команда победила соперников. ; The team defeated their opponents. ; dɪˈfiːt
define ; определять ; путать ; скрывать ; confuse ; hide ; Мы должны определить цель. ; We must define the goal. ; dɪˈfaɪn
delay ; задерживать ; ускорять ; прятать ; speed up ; hide ; Самолет задержали. ; The flight was delayed. ; dɪˈleɪ
deliver ; доставлять ; терять ; ломать ; lose ; break ; Он доставил пакет вовремя. ; He delivered the package on time. ; dɪˈlɪvər
demand ; требовать ; уступать ; убирать ; yield ; remove ; Он требует объяснений. ; He demands an explanation. ; dɪˈmænd
deny ; отрицать ; принимать ; обсуждать ; accept ; discuss ; Он отрицал свою вину. ; He denied his guilt. ; dɪˈnaɪ
depend ; зависеть ; выбирать ; увеличивать ; choose ; enlarge ; Все зависит от тебя. ; Everything depends on you. ; dɪˈpɛnd
describe ; описывать ; скрывать ; уничтожать ; hide ; destroy ; Опишите свои чувства. ; Describe your feelings. ; dɪˈskraɪb
despite ; несмотря на ; из-за ; около ; because of ; near ; Несмотря на дождь, мы пошли гулять. ; Despite the rain, we went for a walk. ; dɪˈspaɪt
destroy ; разрушать ; строить ; чистить ; build ; clean ; Пожар разрушил дом. ; The fire destroyed the house. ; dɪˈstrɔɪ
detail ; подробность ; скорость ; шум ; speed ; noise ; Он рассказал каждую подробность. ; He described every detail. ; ˈdiːteɪl
determine ; определять ; нарушать ; забывать ; break ; forget ; Мы должны определить причину. ; We must determine the cause. ; dɪˈtɜːrmɪn
develop ; развивать ; ломать ; скрывать ; break ; hide ; Компания развивает новую технологию. ; The company is developing new technology. ; dɪˈvɛləp
device ; устройство ; животное ; дом ; animal ; house ; Это новое электронное устройство. ; This is a new electronic device. ; dɪˈvaɪs
deal ; сделка ; ошибка ; подарок ; mistake ; gift ; Это выгодная сделка. ; It's a profitable deal. ; diːl
differ ; отличаться ; совпадать ; исчезать ; match ; disappear ; Мнения отличаются. ; Opinions differ. ; ˈdɪfər
direct ; направлять ; блуждать ; прятаться ; wander ; hide ; Он направил меня к выходу. ; He directed me to the exit. ; dəˈrɛkt
disappear ; исчезать ; появляться ; расти ; appear ; grow ; Он внезапно исчез. ; He suddenly disappeared. ; ˌdɪsəˈpɪr
discover ; обнаруживать ; терять ; уничтожать ; lose ; destroy ; Они обнаружили ошибку. ; They discovered a mistake. ; dɪˈskʌvər
discuss ; обсуждать ; скрывать ; забывать ; hide ; forget ; Мы обсудили проект. ; We discussed the project. ; dɪˈskʌs
disease ; болезнь ; здоровье ; скорость ; health ; speed ; Болезнь распространилась быстро. ; The disease spread quickly. ; dɪˈziːz
distance ; расстояние ; близость ; скорость ; closeness ; speed ; Расстояние между домами большое. ; The distance between the houses is large. ; ˈdɪstəns
divide ; делить ; соединять ; собирать ; connect ; collect ; Мы разделили еду. ; We divided the food. ; dɪˈvaɪd
doubt ; сомнение ; уверенность ; победа ; certainty ; victory ; У меня есть сомнения. ; I have doubts. ; daʊt
drag ; тянуть ; толкать ; бросать ; push ; throw ; Он тянул тяжелую коробку. ; He dragged the heavy box. ; dræɡ
duty ; обязанность ; развлечение ; слабость ; entertainment ; weakness ; Это мой долг. ; It is my duty. ; ˈduːti
eager ; стремящийся ; медленный ; ленивый ; slow ; lazy ; Он стремился учиться. ; He was eager to learn. ; ˈiːɡər
economic ; экономический ; личный ; редкий ; personal ; rare ; Это экономический кризис. ; This is an economic crisis. ; ˌɛkəˈnɒmɪk
educate ; обучать ; забывать ; спорить ; forget ; argue ; Мы обучаем новых сотрудников. ; We educate new employees. ; ˈɛdʒuˌkeɪt
efficient ; эффективный ; медленный ; слабый ; slow ; weak ; Это эффективная система. ; This is an efficient system. ; ɪˈfɪʃənt
effort ; усилие ; отдых ; ошибка ; rest ; mistake ; Нужно приложить усилия. ; You must make an effort. ; ˈɛfərt
either ; любой из двух ; никто ; ничто ; nobody ; nothing ; Можешь выбрать любой из двух. ; You can choose either one. ; ˈiːðər
elect ; выбирать ; отменять ; закрывать ; cancel ; close ; Они выбрали нового лидера. ; They elected a new leader. ; ɪˈlɛkt
eliminate ; устранять ; добавлять ; создавать ; add ; create ; Мы устранl проблему. ; We eliminated the problem. ; ɪˈlɪməˌneɪt
embarrass ; смущать ; радовать ; хвалить ; please ; praise ; Его вопрос смутил меня. ; His question embarrassed me. ; ɪmˈbærəs
emerge ; возникать ; исчезать ; падать ; disappear ; fall ; Новые идеи возникли. ; New ideas emerged. ; ɪˈmɜːrdʒ
emotion ; эмоция ; логика ; камень ; logic ; stone ; Он не скрывал своих эмоций. ; He didn't hide his emotions. ; ɪˈmoʊʃən
employee ; сотрудник ; начальник ; клиент ; boss ; client ; Сотрудники получили бонусы. ; Employees received bonuses. ; ɛmˈplɔɪiː
enable ; позволять ; запрещать ; ломать ; forbid ; break ; Это позволит нам начать раньше. ; This will enable us to start earlier. ; ɪˈneɪbəl
encourage ; поощрять ; наказывать ; игнорировать ; punish ; ignore ; Родители поощряют его успехи. ; Parents encourage his progress. ; ɪnˈkɜːrɪdʒ
enemy ; враг ; друг ; гость ; friend ; guest ; Он встретил старого врага. ; He met an old enemy. ; ˈɛnəmi
energy ; энергия ; слабость ; пауза ; weakness ; pause ; У меня нет энергии работать. ; I have no energy to work. ; ˈɛnərdʒi
engage ; вовлекать ; игнорировать ; избегать ; ignore ; avoid ; Учитель вовлек студентов в дискуссию. ; The teacher engaged students in discussion. ; ɪnˈɡeɪdʒ
engine ; двигатель ; колесо ; окно ; wheel ; window ; Двигатель работает хорошо. ; The engine works well. ; ˈɛndʒɪn
enhance ; усиливать ; уменьшать ; скрывать ; reduce ; hide ; Это усилит эффект. ; This will enhance the effect. ; ɪnˈhæns
enjoy ; наслаждаться ; ненавидеть ; терять ; hate ; lose ; Я наслаждался поездкой. ; I enjoyed the trip. ; ɪnˈdʒɔɪ
ensure ; обеспечивать ; забывать ; сомневаться ; forget ; doubt ; Это обеспечит безопасность. ; This will ensure safety. ; ɪnˈʃʊr
entire ; весь ; частичный ; короткий ; partial ; short ; Я прочитал всю книгу. ; I read the entire book. ; ɪnˈtaɪər
environment ; окружающая среда ; здание ; машина ; building ; car ; Мы должны защищать окружающую среду. ; We must protect the environment. ; ɪnˈvaɪrənmənt
equal ; равный ; разный ; слабый ; different ; weak ; Все дети равны. ; All children are equal. ; ˈiːkwəl
equipment ; оборудование ; еда ; животные ; food ; animals ; Все оборудование готово. ; All equipment is ready. ; ɪˈkwɪpmənt
escape ; сбегать ; оставаться ; смеяться ; stay ; laugh ; Он сбежал из тюрьмы. ; He escaped from prison. ; ɪˈskeɪp
essential ; необходимый ; ненужный ; поверхностный ; unnecessary ; superficial ; Вода необходима. ; Water is essential. ; ɪˈsɛnʃəl
establish ; устанавливать ; разрушать ; прятать ; destroy ; hide ; Они установили правила. ; They established the rules. ; ɪˈstæblɪʃ
estimate ; оценивать ; забывать ; продавать ; forget ; sell ; Мы оценили стоимость проекта. ; We estimated the project cost. ; ˈɛstɪˌmeɪt
event ; событие ; случай ; ошибка ; accident ; mistake ; Это важное событие. ; It is an important event. ; ɪˈvɛnt
evidence ; доказательство ; слух ; шутка ; rumor ; joke ; У нас есть доказательства. ; We have evidence. ; ˈɛvɪdəns
evil ; зло ; добро ; помощь ; good ; help ; Он верит, что зло существует. ; He believes that evil exists. ; ˈiːvəl
exact ; точный ; неправильный ; пустой ; wrong ; empty ; Дайте точный ответ. ; Give an exact answer. ; ɪɡˈzækt
examine ; исследовать ; закрывать ; забывать ; close ; forget ; Доктор исследовал пациента. ; The doctor examined the patient. ; ɪɡˈzæmɪn
example ; пример ; ошибка ; вопрос ; mistake ; question ; Приведите пример. ; Give an example. ; ɪɡˈzæmpəl
excellent ; отличный ; плохой ; слабый ; bad ; weak ; Это отличный результат. ; This is an excellent result. ; ˈɛksələnt
except ; кроме ; внутри ; перед ; inside ; before ; Все пришли, кроме него. ; Everyone came except him. ; ɪkˈsɛpt
exchange ; обменивать ; держать ; прятать ; keep ; hide ; Мы обменялись подарками. ; We exchanged gifts. ; ɪksˈtʃeɪndʒ
excite ; возбуждать ; успокаивать ; замедлять ; calm ; slow ; Новость его взволновала. ; The news excited him. ; ɪkˈsaɪt
exist ; существовать ; исчезать ; прятаться ; disappear ; hide ; Такие вещи не существуют. ; Such things don’t exist. ; ɪɡˈzɪst
expand ; расширять ; сокращать ; ограничивать ; reduce ; limit ; Компания расширяет рынок. ; The company expands its market. ; ɪkˈspænd
expect ; ожидать ; забывать ; отрицать ; forget ; deny ; Мы ожидаем гостей. ; We expect guests. ; ɪkˈspɛkt
experience ; опыт ; игра ; ошибка ; game ; mistake ; У него большой опыт. ; He has a lot of experience. ; ɪkˈspɪəriəns
experiment ; эксперимент ; ошибка ; праздник ; mistake ; holiday ; Мы провели эксперимент. ; We conducted an experiment. ; ɪkˈspɛrɪmənt
explain ; объяснять ; скрывать ; усложнять ; hide ; complicate ; Объясните правило. ; Explain the rule. ; ɪkˈspleɪn
explore ; исследовать ; закрывать ; терять ; close ; lose ; Они исследовали пещеру. ; They explored the cave. ; ɪkˈsplɔːr
express ; выражать ; скрывать ; сжимать ; hide ; compress ; Он выразил свои мысли. ; He expressed his thoughts. ; ɪkˈsprɛs
extend ; продлевать ; сокращать ; отменять ; shorten ; cancel ; Мы продлили договор. ; We extended the contract. ; ɪkˈstɛnd
extra ; дополнительный ; основной ; пустой ; main ; empty ; Мне нужен дополнительный ключ. ; I need an extra key. ; ˈɛkstrə
face ; сталкиваться ; избегать ; скрывать ; avoid ; hide ; Нам пришлось столкнуться с проблемой. ; We had to face the problem. ; feɪs
facility ; объект ; человек ; комната ; person ; room ; В городе есть спортивные объекты. ; The city has sports facilities. ; fəˈsɪləti
factor ; фактор ; следствие ; ошибка ; result ; mistake ; Это ключевой фактор. ; This is a key factor. ; ˈfæktər
fail ; потерпеть неудачу ; побеждать ; завершать ; win ; finish ; Он провалил экзамен. ; He failed the exam. ; feɪl
familiar ; знакомый ; чужой ; странный ; foreign ; strange ; Это место мне знакомо. ; This place is familiar to me. ; fəˈmɪljər
famous ; знаменитый ; неизвестный ; пустой ; unknown ; empty ; Город знаменит своей историей. ; The city is famous for its history. ; ˈfeɪməs
fan ; поклонник ; враг ; учитель ; enemy ; teacher ; Он поклонник этой группы. ; He is a fan of this band. ; fæn
fancy ; причудливый ; обычный ; простой ; normal ; simple ; Она носит причудливое платье. ; She wears a fancy dress. ; ˈfænsi
fantasy ; фантазия ; правда ; правило ; truth ; rule ; Это просто фантазия. ; It's just a fantasy. ; ˈfæntəsi
far ; далеко ; близко ; почти ; near ; almost ; Его дом далеко. ; His house is far away. ; fɑːr
farm ; ферма ; магазин ; школа ; shop ; school ; Они живут на ферме. ; They live on a farm. ; fɑːrm
fashion ; мода ; грязь ; ошибка ; dirt ; mistake ; Мода быстро меняется. ; Fashion changes quickly. ; ˈfæʃən
fasten ; закреплять ; ломать ; бросать ; break ; throw ; Она закрепила ремень. ; She fastened the belt. ; ˈfæsən
fear ; страх ; радость ; игра ; joy ; game ; Он чувствовал страх. ; He felt fear. ; fɪr
feature ; особенность ; обычность ; ошибка ; commonness ; mistake ; Одной из особенностей является дизайн. ; One of the features is the design. ; ˈfiːtʃər
feed ; кормить ; бросать ; скрывать ; throw ; hide ; Он кормит свою кошку. ; He feeds his cat. ; fiːd
feel ; чувствовать ; забывать ; смотреть ; forget ; watch ; Я чувствую боль. ; I feel pain. ; fiːl
female ; женщина ; мужчина ; ребенок ; man ; child ; Это женщина. ; She is a female. ; ˈfiːmeɪl
fence ; забор ; дверь ; окно ; door ; window ; Забор высокий. ; The fence is high. ; fɛns
festival ; фестиваль ; работа ; комната ; work ; room ; Мы пошли на фестиваль. ; We went to the festival. ; ˈfɛstəvəl
fiction ; вымысел ; правда ; правило ; truth ; rule ; Это научная фантастика. ; This is science fiction. ; ˈfɪkʃən
figure ; фигура ; звук ; ветер ; sound ; wind ; Она сохранила хорошую фигуру. ; She kept a good figure. ; ˈfɪɡjər
file ; файл ; книга ; животное ; book ; animal ; Я сохранил файл. ; I saved the file. ; faɪl
fill ; наполнять ; опустошать ; разрушать ; empty ; destroy ; Наполни бутылку водой. ; Fill the bottle with water. ; fɪl
final ; финальный ; первый ; тихий ; first ; quiet ; Это финальный матч. ; This is the final match. ; ˈfaɪnəl
financial ; финансовый ; личный ; семейный ; personal ; family ; У нас финансовые проблемы. ; We have financial problems. ; faɪˈnænʃəl
find ; находить ; терять ; выбрасывать ; lose ; throw ; Я нашел ключ. ; I found the key. ; faɪnd
firm ; фирма ; растение ; звук ; plant ; sound ; Мы работаем в одной фирме. ; We work in the same firm. ; fɜːrm
fit ; подходить ; ломать ; разбирать ; break ; dismantle ; Эта рубашка мне подходит. ; This shirt fits me. ; fɪt
fix ; чинить ; ломать ; терять ; break ; lose ; Он починил машину. ; He fixed the car. ; fɪks
flag ; флаг ; бумага ; кресло ; paper ; chair ; Флаг развевался на ветру. ; The flag waved in the wind. ; flæɡ
flame ; пламя ; вода ; земля ; water ; earth ; Пламя было ярким. ; The flame was bright. ; fleɪm
flash ; вспышка ; тьма ; камень ; darkness ; stone ; Вспышка осветила комнату. ; A flash lit up the room. ; flæʃ
flat ; квартира ; машина ; животное ; car ; animal ; Мы снимаем квартиру. ; We rent a flat. ; flæt
flavor ; вкус ; цвет ; боль ; color ; pain ; Мне нравится вкус клубники. ; I like the strawberry flavor. ; ˈfleɪvər
flight ; полет ; падение ; остановка ; fall ; stop ; Полет длился два часа. ; The flight lasted two hours. ; flaɪt
float ; плавать ; падать ; стоять ; fall ; stand ; Бревно плавало на воде. ; The log floated on the water. ; floʊt
flood ; наводнение ; песок ; огонь ; sand ; fire ; Наводнение разрушило город. ; The flood destroyed the town. ; flʌd
flow ; течь ; стоять ; прыгать ; stand ; jump ; Река течет быстро. ; The river flows fast. ; floʊ
focus ; сосредотачиваться ; отвлекаться ; путать ; distract ; confuse ; Мне нужно сосредоточиться. ; I need to focus. ; ˈfoʊkəs
fold ; складывать ; ломать ; бросать ; break ; throw ; Он сложил бумагу. ; He folded the paper. ; foʊld
follow ; следовать ; уводить ; закрывать ; lead away ; close ; Следуй за мной. ; Follow me. ; ˈfɑːloʊ
force ; заставлять ; позволять ; радовать ; allow ; please ; Они заставили его работать. ; They forced him to work. ; fɔːrs
